Metadata_model_split	Metadata_Plate	metric	metric_value	dataset	shuffle	permutation
test	220055	avg_precision	0.5833333333333333	bortezomib	True	21
training	219907	avg_precision	0.4552644587246663	bortezomib	True	21
training	219956	avg_precision	0.42922794117647056	bortezomib	True	21
training	219973	avg_precision	0.6127946127946128	bortezomib	True	21
training	220039	avg_precision	0.582760376878024	bortezomib	True	21
training	220040	avg_precision	0.5757936507936507	bortezomib	True	21
training	220055	avg_precision	0.44411764705882356	bortezomib	True	21
validation	219901	avg_precision	0.43736263736263736	bortezomib	True	21
holdout	219907	accuracy	0.35	bortezomib	True	22
holdout	219956	accuracy	0.5	bortezomib	True	22
holdout	219973	accuracy	0.4	bortezomib	True	22
holdout	220039	accuracy	0.3	bortezomib	True	22
holdout	220040	accuracy	0.35	bortezomib	True	22
holdout	220055	accuracy	0.55	bortezomib	True	22
inference	MutClones	accuracy	0.38596491228070173	bortezomib	True	22
inference	WTClones	accuracy	0.5833333333333334	bortezomib	True	22
test	219907	accuracy	0.8	bortezomib	True	22
test	219956	accuracy	0.16666666666666666	bortezomib	True	22
test	219973	accuracy	0.42857142857142855	bortezomib	True	22
test	220039	accuracy	0.42857142857142855	bortezomib	True	22
test	220040	accuracy	0.4	bortezomib	True	22
test	220055	accuracy	0.6666666666666666	bortezomib	True	22
training	219907	accuracy	0.37142857142857144	bortezomib	True	22
training	219956	accuracy	0.47058823529411764	bortezomib	True	22
training	219973	accuracy	0.36363636363636365	bortezomib	True	22
training	220039	accuracy	0.696969696969697	bortezomib	True	22
training	220040	accuracy	0.5714285714285714	bortezomib	True	22
training	220055	accuracy	0.5882352941176471	bortezomib	True	22
validation	219901	accuracy	0.5166666666666667	bortezomib	True	22
holdout	219907	avg_precision	0.3522727272727273	bortezomib	True	22
holdout	219956	avg_precision	0.4	bortezomib	True	22
holdout	219973	avg_precision	0.36250000000000004	bortezomib	True	22
holdout	220039	avg_precision	0.36562500000000003	bortezomib	True	22
holdout	220040	avg_precision	0.3555555555555556	bortezomib	True	22
holdout	220055	avg_precision	0.4107142857142857	bortezomib	True	22
inference	MutClones	avg_precision	0.9492249141371948	bortezomib	True	22
inference	WTClones	avg_precision		bortezomib	True	22
test	219907	avg_precision	0.8666666666666667	bortezomib	True	22
test	219956	avg_precision	0.5833333333333334	bortezomib	True	22
test	219973	avg_precision	0.2857142857142857	bortezomib	True	22
test	220039	avg_precision	0.4095238095238095	bortezomib	True	22
test	220040	avg_precision	0.3666666666666667	bortezomib	True	22
test	220055	avg_precision	0.8333333333333333	bortezomib	True	22
training	219907	avg_precision	0.4408963585434173	bortezomib	True	22
training	219956	avg_precision	0.4561121323529412	bortezomib	True	22
training	219973	avg_precision	0.505050505050505	bortezomib	True	22
training	220039	avg_precision	0.6755793226381461	bortezomib	True	22
training	220040	avg_precision	0.5617604617604618	bortezomib	True	22
training	220055	avg_precision	0.5210084033613445	bortezomib	True	22
validation	219901	avg_precision	0.47705627705627707	bortezomib	True	22
holdout	219907	accuracy	0.55	bortezomib	True	23
holdout	219956	accuracy	0.55	bortezomib	True	23
holdout	219973	accuracy	0.75	bortezomib	True	23
holdout	220039	accuracy	0.55	bortezomib	True	23
holdout	220040	accuracy	0.5	bortezomib	True	23
holdout	220055	accuracy	0.65	bortezomib	True	23
inference	MutClones	accuracy	0.3508771929824561	bortezomib	True	23
inference	WTClones	accuracy	0.5416666666666666	bortezomib	True	23
test	219907	accuracy	0.8	bortezomib	True	23
test	219956	accuracy	0.3333333333333333	bortezomib	True	23
test	219973	accuracy	0.42857142857142855	bortezomib	True	23
test	220039	accuracy	0.5714285714285714	bortezomib	True	23
test	220040	accuracy	0.6	bortezomib	True	23
test	220055	accuracy	0.16666666666666666	bortezomib	True	23
training	219907	accuracy	0.5142857142857142	bortezomib	True	23
training	219956	accuracy	0.4411764705882353	bortezomib	True	23
training	219973	accuracy	0.45454545454545453	bortezomib	True	23
training	220039	accuracy	0.3939393939393939	bortezomib	True	23
training	220040	accuracy	0.5142857142857142	bortezomib	True	23
training	220055	accuracy	0.38235294117647056	bortezomib	True	23
validation	219901	accuracy	0.4166666666666667	bortezomib	True	23
holdout	219907	avg_precision	0.4340909090909091	bortezomib	True	23
holdout	219956	avg_precision	0.4222222222222222	bortezomib	True	23
holdout	219973	avg_precision	0.6	bortezomib	True	23
holdout	220039	avg_precision	0.4222222222222222	bortezomib	True	23
holdout	220040	avg_precision	0.38333333333333336	bortezomib	True	23
holdout	220055	avg_precision	0.4857142857142857	bortezomib	True	23
inference	MutClones	avg_precision	0.9323772393947831	bortezomib	True	23
inference	WTClones	avg_precision		bortezomib	True	23
test	219907	avg_precision	0.8666666666666667	bortezomib	True	23
test	219956	avg_precision	0.625	bortezomib	True	23
test	219973	avg_precision	0.26785714285714285	bortezomib	True	23
test	220039	avg_precision	0.45238095238095244	bortezomib	True	23
test	220040	avg_precision	0.45	bortezomib	True	23
test	220055	avg_precision	0.6666666666666666	bortezomib	True	23
training	219907	avg_precision	0.4957983193277311	bortezomib	True	23
training	219956	avg_precision	0.4437217194570136	bortezomib	True	23
training	219973	avg_precision	0.5277777777777778	bortezomib	True	23
training	220039	avg_precision	0.47675853558206494	bortezomib	True	23
training	220040	avg_precision	0.5236874236874237	bortezomib	True	23
training	220055	avg_precision	0.42986425339366513	bortezomib	True	23
validation	219901	avg_precision	0.4323809523809524	bortezomib	True	23
holdout	219907	accuracy	0.55	bortezomib	True	24
holdout	219956	accuracy	0.35	bortezomib	True	24
holdout	219973	accuracy	0.25	bortezomib	True	24
holdout	220039	accuracy	0.35	bortezomib	True	24
holdout	220040	accuracy	0.55	bortezomib	True	24
holdout	220055	accuracy	0.45	bortezomib	True	24
inference	MutClones	accuracy	0.40350877192982454	bortezomib	True	24
inference	WTClones	accuracy	0.625	bortezomib	True	24
test	219907	accuracy	0.6	bortezomib	True	24
test	219956	accuracy	0.6666666666666666	bortezomib	True	24
test	219973	accuracy	0.2857142857142857	bortezomib	True	24
test	220039	accuracy	0.5714285714285714	bortezomib	True	24
test	220040	accuracy	0.4	bortezomib	True	24
test	220055	accuracy	0.16666666666666666	bortezomib	True	24
training	219907	accuracy	0.5142857142857142	bortezomib	True	24
training	219956	accuracy	0.47058823529411764	bortezomib	True	24
training	219973	accuracy	0.45454545454545453	bortezomib	True	24
training	220039	accuracy	0.48484848484848486	bortezomib	True	24
training	220040	accuracy	0.5142857142857142	bortezomib	True	24
training	220055	accuracy	0.6176470588235294	bortezomib	True	24
validation	219901	accuracy	0.5666666666666667	bortezomib	True	24
holdout	219907	avg_precision	0.4340909090909091	bortezomib	True	24
holdout	219956	avg_precision	0.35833333333333334	bortezomib	True	24
holdout	219973	avg_precision	0.33653846153846156	bortezomib	True	24
holdout	220039	avg_precision	0.3678571428571429	bortezomib	True	24
holdout	220040	avg_precision	0.4222222222222222	bortezomib	True	24
holdout	220055	avg_precision	0.375	bortezomib	True	24
inference	MutClones	avg_precision	0.9501594896331739	bortezomib	True	24
inference	WTClones	avg_precision		bortezomib	True	24
test	219907	avg_precision	0.7333333333333334	bortezomib	True	24
test	219956	avg_precision	0.8333333333333333	bortezomib	True	24
test	219973	avg_precision	0.2857142857142857	bortezomib	True	24
test	220039	avg_precision	0.45238095238095244	bortezomib	True	24
test	220040	avg_precision	0.3666666666666667	bortezomib	True	24
test	220055	avg_precision	0.6666666666666666	bortezomib	True	24
training	219907	avg_precision	0.4907563025210083	bortezomib	True	24
training	219956	avg_precision	0.45266544117647056	bortezomib	True	24
training	219973	avg_precision	0.5227272727272727	bortezomib	True	24
training	220039	avg_precision	0.5089126559714795	bortezomib	True	24
training	220040	avg_precision	0.5201058201058202	bortezomib	True	24
training	220055	avg_precision	0.5431149732620321	bortezomib	True	24
validation	219901	avg_precision	0.5004329004329005	bortezomib	True	24
holdout	219907	accuracy	0.45	bortezomib	True	25
holdout	219956	accuracy	0.4	bortezomib	True	25
holdout	219973	accuracy	0.45	bortezomib	True	25
holdout	220039	accuracy	0.35	bortezomib	True	25
holdout	220040	accuracy	0.7	bortezomib	True	25
holdout	220055	accuracy	0.5	bortezomib	True	25
inference	MutClones	accuracy	0.38596491228070173	bortezomib	True	25
inference	WTClones	accuracy	0.5208333333333334	bortezomib	True	25
test	219907	accuracy	0.8	bortezomib	True	25
test	219956	accuracy	0.8333333333333334	bortezomib	True	25
test	219973	accuracy	0.42857142857142855	bortezomib	True	25
test	220039	accuracy	0.8571428571428571	bortezomib	True	25
test	220040	accuracy	0.6	bortezomib	True	25
test	220055	accuracy	0.3333333333333333	bortezomib	True	25
training	219907	accuracy	0.5142857142857142	bortezomib	True	25
training	219956	accuracy	0.5	bortezomib	True	25
training	219973	accuracy	0.5151515151515151	bortezomib	True	25
training	220039	accuracy	0.5151515151515151	bortezomib	True	25
training	220040	accuracy	0.45714285714285713	bortezomib	True	25
training	220055	accuracy	0.7058823529411765	bortezomib	True	25
validation	219901	accuracy	0.6166666666666667	bortezomib	True	25
holdout	219907	avg_precision	0.38181818181818183	bortezomib	True	25
holdout	219956	avg_precision	0.36250000000000004	bortezomib	True	25
holdout	219973	avg_precision	0.37142857142857144	bortezomib	True	25
holdout	220039	avg_precision	0.3522727272727273	bortezomib	True	25
holdout	220040	avg_precision	0.5499999999999999	bortezomib	True	25
holdout	220055	avg_precision	0.4	bortezomib	True	25
inference	MutClones	avg_precision	0.9492249141371948	bortezomib	True	25
inference	WTClones	avg_precision		bortezomib	True	25
test	219907	avg_precision	0.8666666666666667	bortezomib	True	25
test	219956	avg_precision	0.9166666666666666	bortezomib	True	25
test	219973	avg_precision	0.26785714285714285	bortezomib	True	25
test	220039	avg_precision	0.75	bortezomib	True	25
test	220040	avg_precision	0.45	bortezomib	True	25
test	220055	avg_precision	0.625	bortezomib	True	25
training	219907	avg_precision	0.49159663865546216	bortezomib	True	25
training	219956	avg_precision	0.4671945701357466	bortezomib	True	25
training	219973	avg_precision	0.5569985569985569	bortezomib	True	25
training	220039	avg_precision	0.5258467023172905	bortezomib	True	25
training	220040	avg_precision	0.49769119769119763	bortezomib	True	25
training	220055	avg_precision	0.6352941176470588	bortezomib	True	25
validation	219901	avg_precision	0.5399385560675883	bortezomib	True	25
holdout	219907	accuracy	0.5	bortezomib	True	26
holdout	219956	accuracy	0.4	bortezomib	True	26
holdout	219973	accuracy	0.35	bortezomib	True	26
holdout	220039	accuracy	0.6	bortezomib	True	26
holdout	220040	accuracy	0.7	bortezomib	True	26
holdout	220055	accuracy	0.4	bortezomib	True	26
inference	MutClones	accuracy	0.47368421052631576	bortezomib	True	26
inference	WTClones	accuracy	0.625	bortezomib	True	26
test	219907	accuracy	0.6	bortezomib	True	26
test	219956	accuracy	0.16666666666666666	bortezomib	True	26
test	219973	accuracy	0.8571428571428571	bortezomib	True	26
test	220039	accuracy	0.7142857142857143	bortezomib	True	26
test	220040	accuracy	0.2	bortezomib	True	26
test	220055	accuracy	0.6666666666666666	bortezomib	True	26
training	219907	accuracy	0.3142857142857143	bortezomib	True	26
training	219956	accuracy	0.6470588235294118	bortezomib	True	26
training	219973	accuracy	0.3939393939393939	bortezomib	True	26
training	220039	accuracy	0.45454545454545453	bortezomib	True	26
training	220040	accuracy	0.5142857142857142	bortezomib	True	26
training	220055	accuracy	0.47058823529411764	bortezomib	True	26
validation	219901	accuracy	0.5333333333333333	bortezomib	True	26
holdout	219907	avg_precision	0.390625	bortezomib	True	26
holdout	219956	avg_precision	0.36250000000000004	bortezomib	True	26
holdout	219973	avg_precision	0.3555555555555556	bortezomib	True	26
holdout	220039	avg_precision	0.475	bortezomib	True	26
holdout	220040	avg_precision	0.5499999999999999	bortezomib	True	26
holdout	220055	avg_precision	0.36250000000000004	bortezomib	True	26
inference	MutClones	avg_precision	0.9383180172653858	bortezomib	True	26
inference	WTClones	avg_precision		bortezomib	True	26
test	219907	avg_precision	0.6444444444444444	bortezomib	True	26
test	219956	avg_precision	0.5833333333333334	bortezomib	True	26
test	219973	avg_precision	0.6666666666666666	bortezomib	True	26
test	220039	avg_precision	0.5873015873015873	bortezomib	True	26
test	220040	avg_precision	0.325	bortezomib	True	26
test	220055	avg_precision	0.8333333333333333	bortezomib	True	26
training	219907	avg_precision	0.4407239819004525	bortezomib	True	26
training	219956	avg_precision	0.5670955882352942	bortezomib	True	26
training	219973	avg_precision	0.5034722222222222	bortezomib	True	26
training	220039	avg_precision	0.49518716577540106	bortezomib	True	26
training	220040	avg_precision	0.5269841269841269	bortezomib	True	26
training	220055	avg_precision	0.4529411764705882	bortezomib	True	26
validation	219901	avg_precision	0.48214285714285715	bortezomib	True	26
holdout	219907	accuracy	0.8	bortezomib	True	27
holdout	219956	accuracy	0.65	bortezomib	True	27
holdout	219973	accuracy	0.6	bortezomib	True	27
holdout	220039	accuracy	0.55	bortezomib	True	27
holdout	220040	accuracy	0.45	bortezomib	True	27
holdout	220055	accuracy	0.6	bortezomib	True	27
inference	MutClones	accuracy	0.3684210526315789	bortezomib	True	27
inference	WTClones	accuracy	0.5208333333333334	bortezomib	True	27
test	219907	accuracy	0.6	bortezomib	True	27
test	219956	accuracy	0.5	bortezomib	True	27
test	219973	accuracy	0.8571428571428571	bortezomib	True	27
test	220039	accuracy	0.42857142857142855	bortezomib	True	27
test	220040	accuracy	0.6	bortezomib	True	27
test	220055	accuracy	0.5	bortezomib	True	27
training	219907	accuracy	0.6285714285714286	bortezomib	True	27
training	219956	accuracy	0.5588235294117647	bortezomib	True	27
training	219973	accuracy	0.5151515151515151	bortezomib	True	27
training	220039	accuracy	0.3939393939393939	bortezomib	True	27
training	220040	accuracy	0.6857142857142857	bortezomib	True	27
training	220055	accuracy	0.47058823529411764	bortezomib	True	27
validation	219901	accuracy	0.5	bortezomib	True	27
holdout	219907	avg_precision	0.7	bortezomib	True	27
holdout	219956	avg_precision	0.509090909090909	bortezomib	True	27
holdout	219973	avg_precision	0.475	bortezomib	True	27
holdout	220039	avg_precision	0.4	bortezomib	True	27
holdout	220040	avg_precision	0.37142857142857144	bortezomib	True	27
holdout	220055	avg_precision	0.4625	bortezomib	True	27
inference	MutClones	avg_precision	0.9482943469785574	bortezomib	True	27
inference	WTClones	avg_precision		bortezomib	True	27
test	219907	avg_precision	0.6444444444444444	bortezomib	True	27
test	219956	avg_precision	0.75	bortezomib	True	27
test	219973	avg_precision	0.6666666666666666	bortezomib	True	27
test	220039	avg_precision	0.39682539682539686	bortezomib	True	27
test	220040	avg_precision	0.5	bortezomib	True	27
test	220055	avg_precision	0.6666666666666666	bortezomib	True	27
training	219907	avg_precision	0.5708683473389355	bortezomib	True	27
training	219956	avg_precision	0.5036764705882353	bortezomib	True	27
training	219973	avg_precision	0.5569985569985569	bortezomib	True	27
training	220039	avg_precision	0.4745098039215686	bortezomib	True	27
training	220040	avg_precision	0.6559218559218559	bortezomib	True	27
training	220055	avg_precision	0.4537377450980392	bortezomib	True	27
validation	219901	avg_precision	0.4666666666666667	bortezomib	True	27
holdout	219907	accuracy	0.45	bortezomib	True	28
holdout	219956	accuracy	0.65	bortezomib	True	28
holdout	219973	accuracy	0.5	bortezomib	True	28
holdout	220039	accuracy	0.5	bortezomib	True	28
holdout	220040	accuracy	0.5	bortezomib	True	28
holdout	220055	accuracy	0.5	bortezomib	True	28
inference	MutClones	accuracy	0.40350877192982454	bortezomib	True	28
inference	WTClones	accuracy	0.5625	bortezomib	True	28
test	219907	accuracy	0.4	bortezomib	True	28
test	219956	accuracy	0.5	bortezomib	True	28
test	219973	accuracy	0.42857142857142855	bortezomib	True	28
test	220039	accuracy	0.42857142857142855	bortezomib	True	28
test	220040	accuracy	0.6	bortezomib	True	28
test	220055	accuracy	0.5	bortezomib	True	28
training	219907	accuracy	0.5142857142857142	bortezomib	True	28
training	219956	accuracy	0.6176470588235294	bortezomib	True	28
training	219973	accuracy	0.5454545454545454	bortezomib	True	28
training	220039	accuracy	0.48484848484848486	bortezomib	True	28
training	220040	accuracy	0.5428571428571428	bortezomib	True	28
training	220055	accuracy	0.6176470588235294	bortezomib	True	28
validation	219901	accuracy	0.48333333333333334	bortezomib	True	28
holdout	219907	avg_precision	0.37500000000000006	bortezomib	True	28
holdout	219956	avg_precision	0.509090909090909	bortezomib	True	28
holdout	219973	avg_precision	0.38333333333333336	bortezomib	True	28
holdout	220039	avg_precision	0.38333333333333336	bortezomib	True	28
holdout	220040	avg_precision	0.38333333333333336	bortezomib	True	28
holdout	220055	avg_precision	0.4	bortezomib	True	28
inference	MutClones	avg_precision	0.9501594896331739	bortezomib	True	28
inference	WTClones	avg_precision		bortezomib	True	28
test	219907	avg_precision	0.5333333333333333	bortezomib	True	28
test	219956	avg_precision	0.6666666666666666	bortezomib	True	28
test	219973	avg_precision	0.2857142857142857	bortezomib	True	28
test	220039	avg_precision	0.4095238095238095	bortezomib	True	28
test	220040	avg_precision	0.45	bortezomib	True	28
test	220055	avg_precision	0.6666666666666666	bortezomib	True	28
training	219907	avg_precision	0.48991596638655455	bortezomib	True	28
training	219956	avg_precision	0.5433823529411764	bortezomib	True	28
training	219973	avg_precision	0.5627705627705628	bortezomib	True	28
training	220039	avg_precision	0.5089126559714795	bortezomib	True	28
training	220040	avg_precision	0.5411375661375661	bortezomib	True	28
training	220055	avg_precision	0.5429864253393666	bortezomib	True	28
validation	219901	avg_precision	0.45913978494623653	bortezomib	True	28
holdout	219907	accuracy	0.35	bortezomib	True	29
holdout	219956	accuracy	0.55	bortezomib	True	29
holdout	219973	accuracy	0.55	bortezomib	True	29
holdout	220039	accuracy	0.4	bortezomib	True	29
holdout	220040	accuracy	0.4	bortezomib	True	29
holdout	220055	accuracy	0.5	bortezomib	True	29
inference	MutClones	accuracy	0.3684210526315789	bortezomib	True	29
inference	WTClones	accuracy	0.5625	bortezomib	True	29
test	219907	accuracy	0.4	bortezomib	True	29
test	219956	accuracy	0.16666666666666666	bortezomib	True	29
test	219973	accuracy	0.42857142857142855	bortezomib	True	29
test	220039	accuracy	0.14285714285714285	bortezomib	True	29
test	220040	accuracy	0.2	bortezomib	True	29
test	220055	accuracy	1.0	bortezomib	True	29
training	219907	accuracy	0.5714285714285714	bortezomib	True	29
training	219956	accuracy	0.6176470588235294	bortezomib	True	29
training	219973	accuracy	0.5757575757575758	bortezomib	True	29
training	220039	accuracy	0.5454545454545454	bortezomib	True	29
training	220040	accuracy	0.6	bortezomib	True	29
training	220055	accuracy	0.4117647058823529	bortezomib	True	29
validation	219901	accuracy	0.5166666666666667	bortezomib	True	29
holdout	219907	avg_precision	0.3555555555555556	bortezomib	True	29
holdout	219956	avg_precision	0.4222222222222222	bortezomib	True	29
holdout	219973	avg_precision	0.4	bortezomib	True	29
holdout	220039	avg_precision	0.3625	bortezomib	True	29
holdout	220040	avg_precision	0.3625	bortezomib	True	29
holdout	220055	avg_precision	0.390625	bortezomib	True	29
inference	MutClones	avg_precision	0.933191564770512	bortezomib	True	29
inference	WTClones	avg_precision		bortezomib	True	29
test	219907	avg_precision	0.6	bortezomib	True	29
test	219956	avg_precision	0.5833333333333334	bortezomib	True	29
test	219973	avg_precision	0.26785714285714285	bortezomib	True	29
test	220039	avg_precision	0.42857142857142855	bortezomib	True	29
test	220040	avg_precision	0.325	bortezomib	True	29
test	220055	avg_precision	1.0	bortezomib	True	29
training	219907	avg_precision	0.5263655462184874	bortezomib	True	29
training	219956	avg_precision	0.5431149732620321	bortezomib	True	29
training	219973	avg_precision	0.5855780022446689	bortezomib	True	29
training	220039	avg_precision	0.5402183600713012	bortezomib	True	29
training	220040	avg_precision	0.582010582010582	bortezomib	True	29
training	220055	avg_precision	0.43513655462184875	bortezomib	True	29
validation	219901	avg_precision	0.47122153209109735	bortezomib	True	29
holdout	219907	accuracy	0.55	bortezomib	True	30
holdout	219956	accuracy	0.5	bortezomib	True	30
holdout	219973	accuracy	0.65	bortezomib	True	30
holdout	220039	accuracy	0.4	bortezomib	True	30
holdout	220040	accuracy	0.55	bortezomib	True	30
holdout	220055	accuracy	0.55	bortezomib	True	30
inference	MutClones	accuracy	0.3684210526315789	bortezomib	True	30
inference	WTClones	accuracy	0.7291666666666666	bortezomib	True	30
test	219907	accuracy	0.6	bortezomib	True	30
test	219956	accuracy	0.5	bortezomib	True	30
test	219973	accuracy	0.5714285714285714	bortezomib	True	30
test	220039	accuracy	0.42857142857142855	bortezomib	True	30
test	220040	accuracy	0.6	bortezomib	True	30
test	220055	accuracy	0.5	bortezomib	True	30
training	219907	accuracy	0.42857142857142855	bortezomib	True	30
training	219956	accuracy	0.4411764705882353	bortezomib	True	30
training	219973	accuracy	0.45454545454545453	bortezomib	True	30
training	220039	accuracy	0.3939393939393939	bortezomib	True	30
training	220040	accuracy	0.6	bortezomib	True	30
training	220055	accuracy	0.5294117647058824	bortezomib	True	30
validation	219901	accuracy	0.45	bortezomib	True	30
holdout	219907	avg_precision	0.4222222222222222	bortezomib	True	30
holdout	219956	avg_precision	0.4	bortezomib	True	30
holdout	219973	avg_precision	0.4857142857142857	bortezomib	True	30
holdout	220039	avg_precision	0.3625	bortezomib	True	30
holdout	220040	avg_precision	0.4340909090909091	bortezomib	True	30
holdout	220055	avg_precision	0.4107142857142857	bortezomib	True	30
inference	MutClones	avg_precision	0.9649122807017545	bortezomib	True	30
inference	WTClones	avg_precision		bortezomib	True	30
test	219907	avg_precision	0.7333333333333334	bortezomib	True	30
test	219956	avg_precision	0.6666666666666666	bortezomib	True	30
test	219973	avg_precision	0.30952380952380953	bortezomib	True	30
test	220039	avg_precision	0.39682539682539686	bortezomib	True	30
test	220040	avg_precision	0.4	bortezomib	True	30
test	220055	avg_precision	0.6666666666666666	bortezomib	True	30
training	219907	avg_precision	0.4552644587246663	bortezomib	True	30
training	219956	avg_precision	0.44485294117647056	bortezomib	True	30
training	219973	avg_precision	0.5303030303030303	bortezomib	True	30
training	220039	avg_precision	0.47258047604068365	bortezomib	True	30
training	220040	avg_precision	0.5757936507936507	bortezomib	True	30
training	220055	avg_precision	0.48161764705882354	bortezomib	True	30
validation	219901	avg_precision	0.44545454545454544	bortezomib	True	30
holdout	219907	accuracy	0.55	bortezomib	True	31
holdout	219956	accuracy	0.45	bortezomib	True	31
holdout	219973	accuracy	0.4	bortezomib	True	31
holdout	220039	accuracy	0.7	bortezomib	True	31
holdout	220040	accuracy	0.55	bortezomib	True	31
holdout	220055	accuracy	0.55	bortezomib	True	31
inference	MutClones	accuracy	0.40350877192982454	bortezomib	True	31
inference	WTClones	accuracy	0.5833333333333334	bortezomib	True	31
test	219907	accuracy	0.8	bortezomib	True	31
test	219956	accuracy	0.3333333333333333	bortezomib	True	31
test	219973	accuracy	0.5714285714285714	bortezomib	True	31
test	220039	accuracy	0.42857142857142855	bortezomib	True	31
test	220040	accuracy	0.2	bortezomib	True	31
test	220055	accuracy	0.5	bortezomib	True	31
training	219907	accuracy	0.42857142857142855	bortezomib	True	31
training	219956	accuracy	0.35294117647058826	bortezomib	True	31
training	219973	accuracy	0.3939393939393939	bortezomib	True	31
training	220039	accuracy	0.5454545454545454	bortezomib	True	31
training	220040	accuracy	0.5142857142857142	bortezomib	True	31
training	220055	accuracy	0.4411764705882353	bortezomib	True	31
validation	219901	accuracy	0.5666666666666667	bortezomib	True	31
holdout	219907	avg_precision	0.4	bortezomib	True	31
holdout	219956	avg_precision	0.375	bortezomib	True	31
holdout	219973	avg_precision	0.3625	bortezomib	True	31
holdout	220039	avg_precision	0.5499999999999999	bortezomib	True	31
holdout	220040	avg_precision	0.4340909090909091	bortezomib	True	31
holdout	220055	avg_precision	0.4340909090909091	bortezomib	True	31
inference	MutClones	avg_precision	0.9348602988953865	bortezomib	True	31
inference	WTClones	avg_precision		bortezomib	True	31
test	219907	avg_precision	0.75	bortezomib	True	31
test	219956	avg_precision	0.6666666666666666	bortezomib	True	31
test	219973	avg_precision	0.30952380952380953	bortezomib	True	31
test	220039	avg_precision	0.42857142857142855	bortezomib	True	31
test	220040	avg_precision	0.4	bortezomib	True	31
test	220055	avg_precision	0.75	bortezomib	True	31
training	219907	avg_precision	0.45597931480284415	bortezomib	True	31
training	219956	avg_precision	0.4211856617647059	bortezomib	True	31
training	219973	avg_precision	0.5096801346801347	bortezomib	True	31
training	220039	avg_precision	0.5402183600713012	bortezomib	True	31
training	220040	avg_precision	0.5227513227513227	bortezomib	True	31
training	220055	avg_precision	0.44385026737967914	bortezomib	True	31
validation	219901	avg_precision	0.5036564625850339	bortezomib	True	31
holdout	219907	accuracy	0.4	bortezomib	True	32
holdout	219956	accuracy	0.5	bortezomib	True	32
holdout	219973	accuracy	0.55	bortezomib	True	32
holdout	220039	accuracy	0.35	bortezomib	True	32
holdout	220040	accuracy	0.55	bortezomib	True	32
holdout	220055	accuracy	0.5	bortezomib	True	32
inference	MutClones	accuracy	0.2982456140350877	bortezomib	True	32
inference	WTClones	accuracy	0.625	bortezomib	True	32
test	219907	accuracy	0.6	bortezomib	True	32
test	219956	accuracy	0.6666666666666666	bortezomib	True	32
test	219973	accuracy	0.7142857142857143	bortezomib	True	32
test	220039	accuracy	0.7142857142857143	bortezomib	True	32
test	220040	accuracy	0.8	bortezomib	True	32
test	220055	accuracy	0.5	bortezomib	True	32
training	219907	accuracy	0.5142857142857142	bortezomib	True	32
training	219956	accuracy	0.4411764705882353	bortezomib	True	32
training	219973	accuracy	0.42424242424242425	bortezomib	True	32
training	220039	accuracy	0.48484848484848486	bortezomib	True	32
training	220040	accuracy	0.5428571428571428	bortezomib	True	32
training	220055	accuracy	0.35294117647058826	bortezomib	True	32
validation	219901	accuracy	0.55	bortezomib	True	32
holdout	219907	avg_precision	0.3666666666666667	bortezomib	True	32
holdout	219956	avg_precision	0.4104166666666667	bortezomib	True	32
holdout	219973	avg_precision	0.4107142857142857	bortezomib	True	32
holdout	220039	avg_precision	0.3555555555555556	bortezomib	True	32
holdout	220040	avg_precision	0.4107142857142857	bortezomib	True	32
holdout	220055	avg_precision	0.4	bortezomib	True	32
inference	MutClones	avg_precision	0.9446271929824561	bortezomib	True	32
inference	WTClones	avg_precision		bortezomib	True	32
test	219907	avg_precision	0.7333333333333334	bortezomib	True	32
test	219956	avg_precision	0.7291666666666666	bortezomib	True	32
test	219973	avg_precision	0.5	bortezomib	True	32
test	220039	avg_precision	0.5873015873015873	bortezomib	True	32
test	220040	avg_precision	0.6666666666666666	bortezomib	True	32
test	220055	avg_precision	0.6666666666666666	bortezomib	True	32
training	219907	avg_precision	0.49159663865546216	bortezomib	True	32
training	219956	avg_precision	0.44411764705882356	bortezomib	True	32
training	219973	avg_precision	0.5148148148148148	bortezomib	True	32
training	220039	avg_precision	0.5080213903743316	bortezomib	True	32
training	220040	avg_precision	0.5428571428571428	bortezomib	True	32
training	220055	avg_precision	0.4211856617647059	bortezomib	True	32
validation	219901	avg_precision	0.4925925925925926	bortezomib	True	32
holdout	219907	accuracy	0.75	bortezomib	True	33
holdout	219956	accuracy	0.5	bortezomib	True	33
holdout	219973	accuracy	0.45	bortezomib	True	33
holdout	220039	accuracy	0.45	bortezomib	True	33
holdout	220040	accuracy	0.7	bortezomib	True	33
holdout	220055	accuracy	0.55	bortezomib	True	33
inference	MutClones	accuracy	0.38596491228070173	bortezomib	True	33
inference	WTClones	accuracy	0.5833333333333334	bortezomib	True	33
test	219907	accuracy	0.4	bortezomib	True	33
test	219956	accuracy	0.6666666666666666	bortezomib	True	33
test	219973	accuracy	0.7142857142857143	bortezomib	True	33
test	220039	accuracy	0.5714285714285714	bortezomib	True	33
test	220040	accuracy	0.8	bortezomib	True	33
test	220055	accuracy	0.3333333333333333	bortezomib	True	33
training	219907	accuracy	0.5142857142857142	bortezomib	True	33
training	219956	accuracy	0.5882352941176471	bortezomib	True	33
training	219973	accuracy	0.5757575757575758	bortezomib	True	33
training	220039	accuracy	0.5151515151515151	bortezomib	True	33
