Metadata_model_split	metric	metric_value	dataset	shuffle	permutation
training	accuracy	0.5049019607843137	bortezomib	True	52
validation	accuracy	0.4166666666666667	bortezomib	True	52
holdout	avg_precision	0.46031746031746035	bortezomib	True	52
inference	avg_precision	0.5167582417582417	bortezomib	True	52
test	avg_precision	0.4470588235294118	bortezomib	True	52
training	avg_precision	0.5024762482312513	bortezomib	True	52
validation	avg_precision	0.46568627450980393	bortezomib	True	52
holdout	accuracy	0.4666666666666667	bortezomib	True	53
inference	accuracy	0.5523809523809524	bortezomib	True	53
test	accuracy	0.5083333333333333	bortezomib	True	53
training	accuracy	0.5637254901960784	bortezomib	True	53
validation	accuracy	0.5277777777777778	bortezomib	True	53
holdout	avg_precision	0.4511904761904762	bortezomib	True	53
inference	avg_precision	0.5443768996960486	bortezomib	True	53
test	avg_precision	0.4033898305084746	bortezomib	True	53
training	avg_precision	0.5361330099049929	bortezomib	True	53
validation	avg_precision	0.5146198830409356	bortezomib	True	53
holdout	accuracy	0.43333333333333335	bortezomib	True	54
inference	accuracy	0.45714285714285713	bortezomib	True	54
test	accuracy	0.5333333333333333	bortezomib	True	54
training	accuracy	0.6078431372549019	bortezomib	True	54
validation	accuracy	0.4166666666666667	bortezomib	True	54
holdout	avg_precision	0.4386160714285714	bortezomib	True	54
inference	avg_precision	0.4951625094482237	bortezomib	True	54
test	avg_precision	0.41242283950617287	bortezomib	True	54
training	avg_precision	0.5657843137254902	bortezomib	True	54
validation	avg_precision	0.46568627450980393	bortezomib	True	54
holdout	accuracy	0.5166666666666667	bortezomib	True	55
inference	accuracy	0.5142857142857142	bortezomib	True	55
test	accuracy	0.5166666666666667	bortezomib	True	55
training	accuracy	0.45098039215686275	bortezomib	True	55
validation	accuracy	0.5555555555555556	bortezomib	True	55
holdout	avg_precision	0.47354497354497355	bortezomib	True	55
inference	avg_precision	0.5227513227513227	bortezomib	True	55
test	avg_precision	0.41414141414141414	bortezomib	True	55
training	avg_precision	0.47789311803152634	bortezomib	True	55
validation	avg_precision	0.5324074074074074	bortezomib	True	55
holdout	accuracy	0.4666666666666667	bortezomib	True	56
inference	accuracy	0.5619047619047619	bortezomib	True	56
test	accuracy	0.5083333333333333	bortezomib	True	56
training	accuracy	0.5	bortezomib	True	56
validation	accuracy	0.4722222222222222	bortezomib	True	56
holdout	avg_precision	0.44880952380952377	bortezomib	True	56
inference	avg_precision	0.5486086615716245	bortezomib	True	56
test	avg_precision	0.3983490566037736	bortezomib	True	56
training	avg_precision	0.5	bortezomib	True	56
validation	avg_precision	0.4869281045751634	bortezomib	True	56
holdout	accuracy	0.5166666666666667	bortezomib	True	57
inference	accuracy	0.47619047619047616	bortezomib	True	57
test	accuracy	0.5333333333333333	bortezomib	True	57
training	accuracy	0.5686274509803921	bortezomib	True	57
validation	accuracy	0.4444444444444444	bortezomib	True	57
holdout	avg_precision	0.4747126436781609	bortezomib	True	57
inference	avg_precision	0.5031331050938894	bortezomib	True	57
test	avg_precision	0.41057692307692306	bortezomib	True	57
training	avg_precision	0.5391176470588235	bortezomib	True	57
validation	avg_precision	0.475	bortezomib	True	57
holdout	accuracy	0.5166666666666667	bortezomib	True	58
inference	accuracy	0.4666666666666667	bortezomib	True	58
test	accuracy	0.45	bortezomib	True	58
training	accuracy	0.5	bortezomib	True	58
validation	accuracy	0.4722222222222222	bortezomib	True	58
holdout	avg_precision	0.47354497354497355	bortezomib	True	58
inference	avg_precision	0.4993276014109347	bortezomib	True	58
test	avg_precision	0.37701149425287356	bortezomib	True	58
training	avg_precision	0.5	bortezomib	True	58
validation	avg_precision	0.48677248677248675	bortezomib	True	58
holdout	accuracy	0.5166666666666667	bortezomib	True	59
inference	accuracy	0.5142857142857142	bortezomib	True	59
test	accuracy	0.525	bortezomib	True	59
training	accuracy	0.5392156862745098	bortezomib	True	59
validation	accuracy	0.5833333333333334	bortezomib	True	59
holdout	avg_precision	0.47238095238095235	bortezomib	True	59
inference	avg_precision	0.5215533592892083	bortezomib	True	59
test	avg_precision	0.41607142857142854	bortezomib	True	59
training	avg_precision	0.5212418300653594	bortezomib	True	59
validation	avg_precision	0.55	bortezomib	True	59
holdout	accuracy	0.4666666666666667	bortezomib	True	60
inference	accuracy	0.4857142857142857	bortezomib	True	60
test	accuracy	0.4666666666666667	bortezomib	True	60
training	accuracy	0.4068627450980392	bortezomib	True	60
validation	accuracy	0.5277777777777778	bortezomib	True	60
holdout	avg_precision	0.45494987468671677	bortezomib	True	60
inference	avg_precision	0.5074074074074074	bortezomib	True	60
test	avg_precision	0.3798076923076923	bortezomib	True	60
training	avg_precision	0.4623687858981977	bortezomib	True	60
validation	avg_precision	0.5151515151515151	bortezomib	True	60
holdout	accuracy	0.38333333333333336	bortezomib	True	61
inference	accuracy	0.5333333333333333	bortezomib	True	61
test	accuracy	0.49166666666666664	bortezomib	True	61
training	accuracy	0.46078431372549017	bortezomib	True	61
validation	accuracy	0.4166666666666667	bortezomib	True	61
holdout	avg_precision	0.42380952380952386	bortezomib	True	61
inference	avg_precision	0.5319456923230508	bortezomib	True	61
test	avg_precision	0.39834656084656084	bortezomib	True	61
training	avg_precision	0.48213507625272334	bortezomib	True	61
validation	avg_precision	0.4649122807017544	bortezomib	True	61
holdout	accuracy	0.43333333333333335	bortezomib	True	62
inference	accuracy	0.4666666666666667	bortezomib	True	62
test	accuracy	0.4583333333333333	bortezomib	True	62
training	accuracy	0.47549019607843135	bortezomib	True	62
validation	accuracy	0.5	bortezomib	True	62
holdout	avg_precision	0.4376700680272109	bortezomib	True	62
inference	avg_precision	0.499047619047619	bortezomib	True	62
test	avg_precision	0.38072033898305085	bortezomib	True	62
training	avg_precision	0.488351776354106	bortezomib	True	62
validation	avg_precision	0.5	bortezomib	True	62
holdout	accuracy	0.5333333333333333	bortezomib	True	63
inference	accuracy	0.5047619047619047	bortezomib	True	63
test	accuracy	0.48333333333333334	bortezomib	True	63
training	accuracy	0.5490196078431373	bortezomib	True	63
validation	accuracy	0.5	bortezomib	True	63
holdout	avg_precision	0.4845238095238095	bortezomib	True	63
inference	avg_precision	0.5164805016656868	bortezomib	True	63
test	avg_precision	0.3920138888888889	bortezomib	True	63
training	avg_precision	0.5272331154684096	bortezomib	True	63
validation	avg_precision	0.5	bortezomib	True	63
holdout	accuracy	0.4166666666666667	bortezomib	True	64
inference	accuracy	0.4857142857142857	bortezomib	True	64
test	accuracy	0.525	bortezomib	True	64
training	accuracy	0.4950980392156863	bortezomib	True	64
validation	accuracy	0.4166666666666667	bortezomib	True	64
holdout	avg_precision	0.432712215320911	bortezomib	True	64
inference	avg_precision	0.5068783068783068	bortezomib	True	64
test	avg_precision	0.41235875706214686	bortezomib	True	64
training	avg_precision	0.49757481940144477	bortezomib	True	64
validation	avg_precision	0.4649122807017544	bortezomib	True	64
holdout	accuracy	0.4166666666666667	bortezomib	True	65
inference	accuracy	0.4666666666666667	bortezomib	True	65
test	accuracy	0.44166666666666665	bortezomib	True	65
training	accuracy	0.5441176470588235	bortezomib	True	65
validation	accuracy	0.5277777777777778	bortezomib	True	65
holdout	avg_precision	0.4329004329004329	bortezomib	True	65
inference	avg_precision	0.4996089256958822	bortezomib	True	65
test	avg_precision	0.3778846153846154	bortezomib	True	65
training	avg_precision	0.5240641711229946	bortezomib	True	65
validation	avg_precision	0.5154320987654322	bortezomib	True	65
holdout	accuracy	0.4	bortezomib	True	66
inference	accuracy	0.4666666666666667	bortezomib	True	66
test	accuracy	0.5	bortezomib	True	66
training	accuracy	0.5098039215686274	bortezomib	True	66
validation	accuracy	0.5	bortezomib	True	66
holdout	avg_precision	0.4277777777777778	bortezomib	True	66
inference	avg_precision	0.499047619047619	bortezomib	True	66
test	avg_precision	0.39513888888888893	bortezomib	True	66
training	avg_precision	0.5049980776624374	bortezomib	True	66
validation	avg_precision	0.5	bortezomib	True	66
holdout	accuracy	0.43333333333333335	bortezomib	True	67
inference	accuracy	0.4666666666666667	bortezomib	True	67
test	accuracy	0.48333333333333334	bortezomib	True	67
training	accuracy	0.5245098039215687	bortezomib	True	67
validation	accuracy	0.5277777777777778	bortezomib	True	67
holdout	avg_precision	0.4380952380952381	bortezomib	True	67
inference	avg_precision	0.4996089256958822	bortezomib	True	67
test	avg_precision	0.3935483870967742	bortezomib	True	67
training	avg_precision	0.5128865979381443	bortezomib	True	67
validation	avg_precision	0.5147058823529411	bortezomib	True	67
holdout	accuracy	0.43333333333333335	bortezomib	True	68
inference	accuracy	0.5333333333333333	bortezomib	True	68
test	accuracy	0.4583333333333333	bortezomib	True	68
training	accuracy	0.5	bortezomib	True	68
validation	accuracy	0.4444444444444444	bortezomib	True	68
holdout	avg_precision	0.4392156862745098	bortezomib	True	68
inference	avg_precision	0.5326530612244897	bortezomib	True	68
test	avg_precision	0.37735849056603776	bortezomib	True	68
training	avg_precision	0.5	bortezomib	True	68
validation	avg_precision	0.4756944444444445	bortezomib	True	68
holdout	accuracy	0.55	bortezomib	True	69
inference	accuracy	0.5047619047619047	bortezomib	True	69
test	accuracy	0.48333333333333334	bortezomib	True	69
training	accuracy	0.4950980392156863	bortezomib	True	69
validation	accuracy	0.4444444444444444	bortezomib	True	69
holdout	avg_precision	0.49376026272578	bortezomib	True	69
inference	avg_precision	0.5167582417582417	bortezomib	True	69
test	avg_precision	0.3935483870967742	bortezomib	True	69
training	avg_precision	0.497576558713373	bortezomib	True	69
validation	avg_precision	0.475	bortezomib	True	69
holdout	accuracy	0.5	bortezomib	True	70
inference	accuracy	0.5428571428571428	bortezomib	True	70
test	accuracy	0.5333333333333333	bortezomib	True	70
training	accuracy	0.5343137254901961	bortezomib	True	70
validation	accuracy	0.4166666666666667	bortezomib	True	70
holdout	avg_precision	0.4644688644688645	bortezomib	True	70
inference	avg_precision	0.5375966625966626	bortezomib	True	70
test	avg_precision	0.41428571428571426	bortezomib	True	70
training	avg_precision	0.5183949868607236	bortezomib	True	70
validation	avg_precision	0.4642857142857143	bortezomib	True	70
holdout	accuracy	0.43333333333333335	bortezomib	True	71
inference	accuracy	0.5619047619047619	bortezomib	True	71
test	accuracy	0.5166666666666667	bortezomib	True	71
training	accuracy	0.5245098039215687	bortezomib	True	71
validation	accuracy	0.4166666666666667	bortezomib	True	71
holdout	avg_precision	0.437202380952381	bortezomib	True	71
inference	avg_precision	0.549084249084249	bortezomib	True	71
test	avg_precision	0.4016826923076923	bortezomib	True	71
training	avg_precision	0.5128498001142204	bortezomib	True	71
validation	avg_precision	0.4642857142857143	bortezomib	True	71
holdout	accuracy	0.5666666666666667	bortezomib	True	72
inference	accuracy	0.4857142857142857	bortezomib	True	72
test	accuracy	0.475	bortezomib	True	72
training	accuracy	0.5343137254901961	bortezomib	True	72
validation	accuracy	0.5	bortezomib	True	72
holdout	avg_precision	0.5025641025641026	bortezomib	True	72
inference	avg_precision	0.5066137566137566	bortezomib	True	72
test	avg_precision	0.3835691823899371	bortezomib	True	72
training	avg_precision	0.5183699742523271	bortezomib	True	72
validation	avg_precision	0.5	bortezomib	True	72
holdout	accuracy	0.45	bortezomib	True	73
inference	accuracy	0.5142857142857142	bortezomib	True	73
test	accuracy	0.49166666666666664	bortezomib	True	73
training	accuracy	0.44607843137254904	bortezomib	True	73
validation	accuracy	0.3888888888888889	bortezomib	True	73
holdout	avg_precision	0.4440065681444991	bortezomib	True	73
inference	avg_precision	0.5224473713835416	bortezomib	True	73
test	avg_precision	0.39672131147540984	bortezomib	True	73
training	avg_precision	0.4760348583877996	bortezomib	True	73
validation	avg_precision	0.45833333333333337	bortezomib	True	73
holdout	accuracy	0.4166666666666667	bortezomib	True	74
inference	accuracy	0.47619047619047616	bortezomib	True	74
test	accuracy	0.5333333333333333	bortezomib	True	74
training	accuracy	0.4362745098039216	bortezomib	True	74
validation	accuracy	0.4722222222222222	bortezomib	True	74
holdout	avg_precision	0.43227513227513226	bortezomib	True	74
inference	avg_precision	0.503938859494415	bortezomib	True	74
test	avg_precision	0.41057692307692306	bortezomib	True	74
training	avg_precision	0.4719373988127361	bortezomib	True	74
validation	avg_precision	0.48684210526315785	bortezomib	True	74
holdout	accuracy	0.5333333333333333	bortezomib	True	75
inference	accuracy	0.5714285714285714	bortezomib	True	75
test	accuracy	0.5083333333333333	bortezomib	True	75
training	accuracy	0.4166666666666667	bortezomib	True	75
validation	accuracy	0.5277777777777778	bortezomib	True	75
holdout	avg_precision	0.4809523809523809	bortezomib	True	75
inference	avg_precision	0.5559334845049131	bortezomib	True	75
test	avg_precision	0.3983490566037736	bortezomib	True	75
training	avg_precision	0.4649532710280374	bortezomib	True	75
validation	avg_precision	0.5146198830409356	bortezomib	True	75
holdout	accuracy	0.5	bortezomib	True	76
inference	accuracy	0.42857142857142855	bortezomib	True	76
test	accuracy	0.5166666666666667	bortezomib	True	76
training	accuracy	0.49019607843137253	bortezomib	True	76
validation	accuracy	0.3888888888888889	bortezomib	True	76
holdout	avg_precision	0.4655612244897959	bortezomib	True	76
inference	avg_precision	0.484021164021164	bortezomib	True	76
test	avg_precision	0.40689655172413797	bortezomib	True	76
training	avg_precision	0.4951980792316927	bortezomib	True	76
validation	avg_precision	0.45679012345679015	bortezomib	True	76
holdout	accuracy	0.5666666666666667	bortezomib	True	77
inference	accuracy	0.45714285714285713	bortezomib	True	77
test	accuracy	0.5916666666666667	bortezomib	True	77
training	accuracy	0.44607843137254904	bortezomib	True	77
validation	accuracy	0.4722222222222222	bortezomib	True	77
holdout	avg_precision	0.5047619047619047	bortezomib	True	77
inference	avg_precision	0.49576719576719575	bortezomib	True	77
test	avg_precision	0.45113636363636367	bortezomib	True	77
training	avg_precision	0.47591852274890545	bortezomib	True	77
validation	avg_precision	0.48684210526315785	bortezomib	True	77
holdout	accuracy	0.4166666666666667	bortezomib	True	78
inference	accuracy	0.5047619047619047	bortezomib	True	78
test	accuracy	0.44166666666666665	bortezomib	True	78
training	accuracy	0.44607843137254904	bortezomib	True	78
validation	accuracy	0.4166666666666667	bortezomib	True	78
holdout	avg_precision	0.4329004329004329	bortezomib	True	78
inference	avg_precision	0.5167582417582417	bortezomib	True	78
test	avg_precision	0.3778846153846154	bortezomib	True	78
training	avg_precision	0.4764480504845616	bortezomib	True	78
validation	avg_precision	0.4666666666666667	bortezomib	True	78
holdout	accuracy	0.55	bortezomib	True	79
inference	accuracy	0.4666666666666667	bortezomib	True	79
test	accuracy	0.4583333333333333	bortezomib	True	79
training	accuracy	0.4950980392156863	bortezomib	True	79
validation	accuracy	0.5277777777777778	bortezomib	True	79
holdout	avg_precision	0.4925925925925926	bortezomib	True	79
inference	avg_precision	0.497938332421091	bortezomib	True	79
test	avg_precision	0.3819672131147541	bortezomib	True	79
training	avg_precision	0.497576558713373	bortezomib	True	79
validation	avg_precision	0.5147058823529411	bortezomib	True	79
holdout	accuracy	0.4666666666666667	bortezomib	True	80
inference	accuracy	0.4380952380952381	bortezomib	True	80
test	accuracy	0.5083333333333333	bortezomib	True	80
training	accuracy	0.49019607843137253	bortezomib	True	80
validation	accuracy	0.3333333333333333	bortezomib	True	80
holdout	avg_precision	0.45034013605442175	bortezomib	True	80
inference	avg_precision	0.48841857730746613	bortezomib	True	80
test	avg_precision	0.40512295081967215	bortezomib	True	80
training	avg_precision	0.4951960784313725	bortezomib	True	80
validation	avg_precision	0.4444444444444445	bortezomib	True	80
holdout	accuracy	0.65	bortezomib	True	81
inference	accuracy	0.49523809523809526	bortezomib	True	81
test	accuracy	0.475	bortezomib	True	81
training	accuracy	0.5441176470588235	bortezomib	True	81
validation	accuracy	0.6666666666666666	bortezomib	True	81
holdout	avg_precision	0.5657142857142857	bortezomib	True	81
inference	avg_precision	0.5123960695389267	bortezomib	True	81
test	avg_precision	0.3904761904761905	bortezomib	True	81
training	avg_precision	0.5240641711229946	bortezomib	True	81
validation	avg_precision	0.6145833333333334	bortezomib	True	81
holdout	accuracy	0.43333333333333335	bortezomib	True	82
inference	accuracy	0.5523809523809524	bortezomib	True	82
test	accuracy	0.49166666666666664	bortezomib	True	82
training	accuracy	0.43137254901960786	bortezomib	True	82
validation	accuracy	0.6111111111111112	bortezomib	True	82
holdout	avg_precision	0.4376700680272109	bortezomib	True	82
inference	avg_precision	0.5443768996960486	bortezomib	True	82
test	avg_precision	0.3951271186440678	bortezomib	True	82
training	avg_precision	0.4707968293700459	bortezomib	True	82
validation	avg_precision	0.5648148148148149	bortezomib	True	82
holdout	accuracy	0.43333333333333335	bortezomib	True	83
inference	accuracy	0.4	bortezomib	True	83
test	accuracy	0.48333333333333334	bortezomib	True	83
training	accuracy	0.5	bortezomib	True	83
validation	accuracy	0.3611111111111111	bortezomib	True	83
holdout	avg_precision	0.4386160714285714	bortezomib	True	83
inference	avg_precision	0.4728487886382623	bortezomib	True	83
test	avg_precision	0.3920138888888889	bortezomib	True	83
training	avg_precision	0.5	bortezomib	True	83
validation	avg_precision	0.4470899470899471	bortezomib	True	83
holdout	accuracy	0.4666666666666667	bortezomib	True	84
inference	accuracy	0.5142857142857142	bortezomib	True	84
test	accuracy	0.4583333333333333	bortezomib	True	84
training	accuracy	0.5441176470588235	bortezomib	True	84
validation	accuracy	0.6388888888888888	bortezomib	True	84
holdout	avg_precision	0.4511904761904762	bortezomib	True	84
inference	avg_precision	0.5227513227513227	bortezomib	True	84
test	avg_precision	0.3784090909090909	bortezomib	True	84
training	avg_precision	0.5239142385926333	bortezomib	True	84
validation	avg_precision	0.5925925925925926	bortezomib	True	84
holdout	accuracy	0.4666666666666667	bortezomib	True	85
inference	accuracy	0.44761904761904764	bortezomib	True	85
test	accuracy	0.5583333333333333	bortezomib	True	85
training	accuracy	0.46568627450980393	bortezomib	True	85
validation	accuracy	0.5	bortezomib	True	85
holdout	avg_precision	0.4530112044817927	bortezomib	True	85
inference	avg_precision	0.4914902998236331	bortezomib	True	85
test	avg_precision	0.4324152542372881	bortezomib	True	85
training	avg_precision	0.4841073271413828	bortezomib	True	85
validation	avg_precision	0.5	bortezomib	True	85
holdout	accuracy	0.5	bortezomib	True	86
inference	accuracy	0.49523809523809526	bortezomib	True	86
test	accuracy	0.525	bortezomib	True	86
training	accuracy	0.5833333333333334	bortezomib	True	86
validation	accuracy	0.3055555555555556	bortezomib	True	86
holdout	avg_precision	0.4655612244897959	bortezomib	True	86
inference	avg_precision	0.5118598382749326	bortezomib	True	86
test	avg_precision	0.41420765027322404	bortezomib	True	86
training	avg_precision	0.5489690721649485	bortezomib	True	86
validation	avg_precision	0.4551282051282052	bortezomib	True	86
holdout	accuracy	0.6833333333333333	bortezomib	True	87
inference	accuracy	0.5333333333333333	bortezomib	True	87
test	accuracy	0.5166666666666667	bortezomib	True	87
training	accuracy	0.5049019607843137	bortezomib	True	87
validation	accuracy	0.4722222222222222	bortezomib	True	87
holdout	avg_precision	0.5941628264208909	bortezomib	True	87
inference	avg_precision	0.5345814679148012	bortezomib	True	87
test	avg_precision	0.4016826923076923	bortezomib	True	87
training	avg_precision	0.502473886750962	bortezomib	True	87
validation	avg_precision	0.4867149758454106	bortezomib	True	87
holdout	accuracy	0.5	bortezomib	True	88
inference	accuracy	0.44761904761904764	bortezomib	True	88
test	accuracy	0.5416666666666666	bortezomib	True	88
training	accuracy	0.45098039215686275	bortezomib	True	88
validation	accuracy	0.3055555555555556	bortezomib	True	88
holdout	avg_precision	0.46778273809523807	bortezomib	True	88
inference	avg_precision	0.490525181265922	bortezomib	True	88
test	avg_precision	0.4181818181818182	bortezomib	True	88
training	avg_precision	0.47815430520034097	bortezomib	True	88
validation	avg_precision	0.4385964912280702	bortezomib	True	88
holdout	accuracy	0.48333333333333334	bortezomib	True	89
inference	accuracy	0.3904761904761905	bortezomib	True	89
test	accuracy	0.4583333333333333	bortezomib	True	89
training	accuracy	0.46568627450980393	bortezomib	True	89
validation	accuracy	0.4722222222222222	bortezomib	True	89
holdout	avg_precision	0.45619047619047626	bortezomib	True	89
inference	avg_precision	0.47074270037232996	bortezomib	True	89
test	avg_precision	0.3763888888888889	bortezomib	True	89
training	avg_precision	0.4839869281045751	bortezomib	True	89
validation	avg_precision	0.4869281045751634	bortezomib	True	89
holdout	accuracy	0.5166666666666667	bortezomib	True	90
inference	accuracy	0.5619047619047619	bortezomib	True	90
test	accuracy	0.5416666666666666	bortezomib	True	90
training	accuracy	0.553921568627451	bortezomib	True	90
validation	accuracy	0.5277777777777778	bortezomib	True	90
holdout	avg_precision	0.4782312925170068	bortezomib	True	90
inference	avg_precision	0.5500881834215168	bortezomib	True	90
test	avg_precision	0.41627358490566035	bortezomib	True	90
training	avg_precision	0.5298400913763563	bortezomib	True	90
validation	avg_precision	0.514957264957265	bortezomib	True	90
holdout	accuracy	0.5166666666666667	bortezomib	True	91
inference	accuracy	0.5619047619047619	bortezomib	True	91
test	accuracy	0.4583333333333333	bortezomib	True	91
training	accuracy	0.5	bortezomib	True	91
validation	accuracy	0.4444444444444444	bortezomib	True	91
holdout	avg_precision	0.4747126436781609	bortezomib	True	91
inference	avg_precision	0.5523809523809524	bortezomib	True	91
test	avg_precision	0.3819672131147541	bortezomib	True	91
training	avg_precision	0.5	bortezomib	True	91
validation	avg_precision	0.47530864197530864	bortezomib	True	91
holdout	accuracy	0.6333333333333333	bortezomib	True	92
inference	accuracy	0.4666666666666667	bortezomib	True	92
test	accuracy	0.575	bortezomib	True	92
training	accuracy	0.5588235294117647	bortezomib	True	92
validation	accuracy	0.5277777777777778	bortezomib	True	92
holdout	avg_precision	0.5529017857142857	bortezomib	True	92
inference	avg_precision	0.4984910836762688	bortezomib	True	92
test	avg_precision	0.4291666666666667	bortezomib	True	92
training	avg_precision	0.5328054298642534	bortezomib	True	92
validation	avg_precision	0.5147058823529411	bortezomib	True	92
holdout	accuracy	0.55	bortezomib	True	93
inference	accuracy	0.47619047619047616	bortezomib	True	93
test	accuracy	0.4666666666666667	bortezomib	True	93
training	accuracy	0.5294117647058824	bortezomib	True	93
validation	accuracy	0.3888888888888889	bortezomib	True	93
holdout	avg_precision	0.4972789115646258	bortezomib	True	93
inference	avg_precision	0.5034013605442177	bortezomib	True	93
test	avg_precision	0.3875	bortezomib	True	93
training	avg_precision	0.5157819225251077	bortezomib	True	93
validation	avg_precision	0.4545454545454546	bortezomib	True	93
holdout	accuracy	0.4	bortezomib	True	94
inference	accuracy	0.5619047619047619	bortezomib	True	94
test	accuracy	0.55	bortezomib	True	94
training	accuracy	0.5441176470588235	bortezomib	True	94
validation	accuracy	0.5277777777777778	bortezomib	True	94
holdout	avg_precision	0.4275210084033614	bortezomib	True	94
inference	avg_precision	0.549084249084249	bortezomib	True	94
test	avg_precision	0.42614942528735633	bortezomib	True	94
training	avg_precision	0.5242404654169359	bortezomib	True	94
validation	avg_precision	0.5147058823529411	bortezomib	True	94
holdout	accuracy	0.4166666666666667	bortezomib	True	95
inference	accuracy	0.4380952380952381	bortezomib	True	95
test	accuracy	0.55	bortezomib	True	95
training	accuracy	0.5049019607843137	bortezomib	True	95
validation	accuracy	0.6388888888888888	bortezomib	True	95
holdout	avg_precision	0.4323809523809524	bortezomib	True	95
inference	avg_precision	0.4866281866281866	bortezomib	True	95
test	avg_precision	0.4202724358974359	bortezomib	True	95
training	avg_precision	0.5024752475247525	bortezomib	True	95
validation	avg_precision	0.5877192982456141	bortezomib	True	95
holdout	accuracy	0.55	bortezomib	True	96
inference	accuracy	0.4666666666666667	bortezomib	True	96
test	accuracy	0.55	bortezomib	True	96
training	accuracy	0.4852941176470588	bortezomib	True	96
validation	accuracy	0.5555555555555556	bortezomib	True	96
holdout	avg_precision	0.4961038961038961	bortezomib	True	96
inference	avg_precision	0.4987688237688237	bortezomib	True	96
test	avg_precision	0.4222222222222222	bortezomib	True	96
training	avg_precision	0.49288425047438333	bortezomib	True	96
validation	avg_precision	0.5305555555555556	bortezomib	True	96
holdout	accuracy	0.5666666666666667	bortezomib	True	97
inference	accuracy	0.5333333333333333	bortezomib	True	97
test	accuracy	0.5333333333333333	bortezomib	True	97
training	accuracy	0.5147058823529411	bortezomib	True	97
validation	accuracy	0.5	bortezomib	True	97
holdout	avg_precision	0.5047619047619047	bortezomib	True	97
inference	avg_precision	0.5316017316017316	bortezomib	True	97
test	avg_precision	0.40516304347826093	bortezomib	True	97
training	avg_precision	0.5075757575757576	bortezomib	True	97
validation	avg_precision	0.5	bortezomib	True	97
holdout	accuracy	0.5	bortezomib	True	98
inference	accuracy	0.5238095238095238	bortezomib	True	98
test	accuracy	0.49166666666666664	bortezomib	True	98
training	accuracy	0.4950980392156863	bortezomib	True	98
validation	accuracy	0.5	bortezomib	True	98
holdout	avg_precision	0.4689075630252101	bortezomib	True	98
inference	avg_precision	0.5274691358024691	bortezomib	True	98
test	avg_precision	0.39834656084656084	bortezomib	True	98
training	avg_precision	0.497576558713373	bortezomib	True	98
validation	avg_precision	0.5	bortezomib	True	98
holdout	accuracy	0.48333333333333334	bortezomib	True	99
inference	accuracy	0.5428571428571428	bortezomib	True	99
test	accuracy	0.5916666666666667	bortezomib	True	99
training	accuracy	0.49019607843137253	bortezomib	True	99
validation	accuracy	0.5	bortezomib	True	99
holdout	avg_precision	0.4622908622908623	bortezomib	True	99
inference	avg_precision	0.5372134038800706	bortezomib	True	99
test	avg_precision	0.4469771241830065	bortezomib	True	99
training	avg_precision	0.4952046035805627	bortezomib	True	99
validation	avg_precision	0.5	bortezomib	True	99
